18-Jan-2021 17:07:38	CFS	ConfigServer.cpp            	 8260,   249: Started tracing
18-Jan-2021 17:07:38	CFS	CExeModule::SetRoot         	Configuration root directory set to C:\proDAS\data\Configuration.
18-Jan-2021 17:07:38	CFS	CExeModule::InitApplication 	Global configurations object 7458c18 created with result 0.
18-Jan-2021 17:07:38	CFS	CExeModule::InitApplication 	Default configuration set to TestCell: , Engine Type: , Engine Standard: , Customer: , Id: 0
18-Jan-2021 17:07:38	CFS	CExeModule::InitApplication 	Default configuration object 0x07458d10 set.
18-Jan-2021 17:07:39	CFS	CApplication::CApplication  	Current configuration object 0x07458d10
18-Jan-2021 17:07:39	CFS	CApplication::ReadGenericSub	Read 2 generic subsystem types...
18-Jan-2021 17:07:39	CFS	CApplication::ReadGenericSub	Added generic subsystem type IDDS_RTE.
18-Jan-2021 17:07:39	CFS	CApplication::ReadGenericSub	Added generic subsystem type iDDS.
18-Jan-2021 17:07:39	CFS	CApplication::ReadGenericSub	Readed 2 generic subsystem types from ini file successfully!
18-Jan-2021 17:07:39	CFS	CUelProxyWrapper::Open      	COM connection created.
18-Jan-2021 17:07:39	CFS	CUelProxyWrapper::Open      	Connecting server rtehost...
18-Jan-2021 17:07:39	CFS	CUelProxyWrapper::Open      	Registering application CALCHK...
18-Jan-2021 17:07:39	CFS	CApplication::put_CurrentCon	Current configuration object 0x07459eb8
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=ScanRates; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=ScanRates; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel0; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel0; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel1; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:2
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel0, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel1; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel2; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:3
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel0, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel1, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel2; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel3; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:4
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel0, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel1, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel2, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel3; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel4; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:5
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel0, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel1, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel2, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel3, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel4; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel5; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:6
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel0, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel1, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel2, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel3, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel4, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel5; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	Name=CFEColorLevel6; ConfigLevel:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	m_OptionsCollection.size:7
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:ScanRates, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel0, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel1, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel2, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel3, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel4, level:0
18-Jan-2021 17:07:40	CFS	COptions::FindByConfigLevel 	option: name:CFEColorLevel5, level:0
18-Jan-2021 17:07:40	CFS	COptions::CreateOption      	Name=CFEColorLevel6; ConfigLevel:0, m_Dirs.size = 1
18-Jan-2021 17:07:41	CFS	CApplication::put_CurrentCon	Current configuration object 0x07459eb8
18-Jan-2021 17:07:41	CFS	CExeModule::SetDefaultConfig	Previous default configuration object 0x07458d10
18-Jan-2021 17:07:41	CFS	CExeModule::SetDefaultConfig	New default configuration object 0x07459eb8
18-Jan-2021 17:07:41	CFS	CRTE::CRTE                  	Ctor
18-Jan-2021 17:07:43	CFS	CRTE::Init                  	Init started
18-Jan-2021 17:14:35	CFS	ConfigServer.cpp            	12936,   249: Started tracing
18-Jan-2021 17:14:35	CFS	CExeModule::SetRoot         	Configuration root directory set to C:\proDAS\data\Configuration.
18-Jan-2021 17:14:35	CFS	CExeModule::InitApplication 	Global configurations object 7c09060 created with result 0.
