27-Feb-2021 15:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1125': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 15:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1126': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 15:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1127': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 15:25:03	CFS	CErrors::AddMessage         	Warning: CFS0721 Channel [DAS_Purge_Vent_Solenoid]: Reference channel PBS_Cmd_Purge is an output channel.
27-Feb-2021 15:25:04	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 15:25:04	CFS	CExeModule::SetDefaultConfig	Previous default configuration object 0x06c4c8b0
27-Feb-2021 15:25:04	CFS	CExeModule::SetDefaultConfig	New default configuration object 0x06c4c8b0
27-Feb-2021 15:25:04	CFS	CApplication::~CApplication 	Release configuration object 0x06c4c8b0
27-Feb-2021 16:25:00	CFS	CExeModule::InitApplication 	Use existing default configuration object 0x06c4c8b0 set.
27-Feb-2021 16:25:00	CFS	CApplication::CApplication  	Current configuration object 0x06c4c8b0
27-Feb-2021 16:25:01	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 16:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1124': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 16:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1125': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 16:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1126': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 16:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1127': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 16:25:03	CFS	CErrors::AddMessage         	Warning: CFS0721 Channel [DAS_Purge_Vent_Solenoid]: Reference channel PBS_Cmd_Purge is an output channel.
27-Feb-2021 16:25:03	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 16:25:03	CFS	CExeModule::SetDefaultConfig	Previous default configuration object 0x06c4c8b0
27-Feb-2021 16:25:03	CFS	CExeModule::SetDefaultConfig	New default configuration object 0x06c4c8b0
27-Feb-2021 16:25:03	CFS	CApplication::~CApplication 	Release configuration object 0x06c4c8b0
27-Feb-2021 17:25:01	CFS	CExeModule::InitApplication 	Use existing default configuration object 0x06c4c8b0 set.
27-Feb-2021 17:25:01	CFS	CApplication::CApplication  	Current configuration object 0x06c4c8b0
27-Feb-2021 17:25:01	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 17:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1124': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 17:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1125': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 17:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1126': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 17:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1127': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 17:25:03	CFS	CErrors::AddMessage         	Warning: CFS0721 Channel [DAS_Purge_Vent_Solenoid]: Reference channel PBS_Cmd_Purge is an output channel.
27-Feb-2021 17:25:03	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 17:25:03	CFS	CExeModule::SetDefaultConfig	Previous default configuration object 0x06c4c8b0
27-Feb-2021 17:25:03	CFS	CExeModule::SetDefaultConfig	New default configuration object 0x06c4c8b0
27-Feb-2021 17:25:03	CFS	CApplication::~CApplication 	Release configuration object 0x06c4c8b0
27-Feb-2021 18:25:01	CFS	CExeModule::InitApplication 	Use existing default configuration object 0x06c4c8b0 set.
27-Feb-2021 18:25:01	CFS	CApplication::CApplication  	Current configuration object 0x06c4c8b0
27-Feb-2021 18:25:01	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 18:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1124': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 18:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1125': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 18:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1126': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 18:25:01	CFS	CErrors::AddMessage         	Warning: CFS0571  DTS3250 device 'DTS1127': The accuracy of the measurment may not be achieved as expected, because the period is smaller than 6250 microseconds. Product of AvgSamples and UnitScanRate should  be smaller than 10. 
27-Feb-2021 18:25:03	CFS	CErrors::AddMessage         	Warning: CFS0721 Channel [DAS_Purge_Vent_Solenoid]: Reference channel PBS_Cmd_Purge is an output channel.
27-Feb-2021 18:25:03	CFS	CApplication::put_CurrentCon	Current configuration object 0x06c4c8b0
27-Feb-2021 18:25:03	CFS	CExeModule::SetDefaultConfig	Previous default configuration object 0x06c4c8b0
27-Feb-2021 18:25:03	CFS	CExeModule::SetDefaultConfig	New default configuration object 0x06c4c8b0
